MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Unnamed: 11,Registered Race Name
17-Nov-18,355,4,VIC,MRC,SAND,TWILIGHT GLOW STAKES,1400,120000,3-Y-O,F,SWP,TWILIGHT GLOW STAKES
17-Nov-18,356,4,VIC,MRC,SAND,MERSON COOPER STAKES,1000,120000,2-Y-O,O,SW,MERSON COOPER STAKES
17-Nov-18,188,3,WA,WATC,ASCT,W.A. CHAMPION FILLIES ST,1600,200000,3-Y-O,F,SW,CHAMPION FILLIES
17-Nov-18,210,3,WA,WATC,ASCT,COLONEL REEVES STAKES,1100,150000,3YO&Up,O,SWP,COLONEL REEVES
17-Nov-18,535,3,WA,WATC,ASCT,R.J. PETERS STAKES,1500,150000,3YO&Up,O,Hcp,R J PETERS STKS
24-Nov-18,424,4,QLD,TATTS RC QLD,DOOM,RECOGNITION STAKES,1600,100000,O,O,Qlty,RECOGNITION STAKES
24-Nov-18,677,4,QLD,TATTS RC QLD,DOOM,COLIN MCAPLINE CLASSIC,1200,100000,3YO&Up,F&M,SWP,COLIN MCAPLINE CLASSIC
24-Nov-18,128,4,VIC,BALLARAT TC,BRAT,BALLARAT CUP,2200,300000,O,O,Hcp,BALLARAT CUP
24-Nov-18,43,1,WA,WATC,ASCT,RAILWAY STAKES,1600,1000000,3YO&Up,O,Qlty,RAILWAY STKS
24-Nov-18,528,2,WA,WATC,ASCT,W.A. GUINEAS,1600,500000,3-Y-O,O,SW,WA GUINEAS
24-Nov-18,242,4,WA,WATC,ASCT,CARBINE OF WA STAKES,1400,100000,4YO&Up,O,SWP,EASTER STKS
24-Nov-18,489,4,WA,WATC,ASCT,PLACID ARK STAKES,1200,100000,3-Y-O,O,SWP,PLACID ARK STKS
24-Nov-18,504,4,WA,WATC,ASCT,TATTERSALL'S CUP,2100,100000,3YO&Up,O,Qlty,WATC TATTERSALL'S CUP
24-Nov-18,698,4,WA,WATC,ASCT,JUNGLE MIST CLASSIC,1200,100000,3YO&Up,F&M,SWP,JUNGLE MIST CLASSIC
25-Nov-18,323,4,VIC,KILMORE TC,KILM,KILMORE CUP,1600,130000,O,O,Hcp,KILMORE CUP
01-Dec-18,260,3,NSW,ATC,RHIL,FESTIVAL STAKES,1500,160000,3YO&Up,O,Qlty,FESTIVAL HCP
01-Dec-18,267,4,NSW,ATC,RHIL,ATC CUP,2000,150000,3YO&Up,O,Qlty,FRANK UNDERWOOD CUP
01-Dec-18,654,4,NSW,ATC,RHIL,STARLIGHT STAKES,1100,140000,3YO&Up,O,Qlty,STARLIGHT STAKES
01-Dec-18,552,3,QLD,BRC,DOOM,GEORGE MOORE STAKES,1200,200000,O,O,Qlty,GEORGE MOORE STAKES
01-Dec-18,718,4,QLD,BRC,DOOM,MODE STAKES,1200,100000,3-Y-O,F,Qlty,MODE STAKES
01-Dec-18,549,1,WA,WATC,ASCT,WINTERBOTTOM STAKES,1200,1000000,3YO&Up,O,WFA,WINTERBOTTOM STKS
05-Dec-18,218,4,TAS,TTC,LAUN,CONQUERING STAKES,1400,100000,O,O,WFA,PREMIUM STAKES
08-Dec-18,155,4,QLD,BRC,DOOM,BRISBANE HANDICAP,1600,100000,O,O,Qlty,BRISBANE HANDICAP
08-Dec-18,664,4,QLD,BRC,DOOM,JUST NOW QUALITY,1200,100000,3YO&Up,O,Qlty,JUST NOW QUALITY
08-Dec-18,201,4,SA,SAJC,MORP,CITY OF MARION STAKES,1200,100000,O,O,Qlty,CITY OF MARION STAKES
08-Dec-18,539,4,VIC,PAKENHAM RC,PAK,PAKENHAM CUP,2500,120000,O,O,Hcp,WERRIBEE CUP
08-Dec-18,438,1,WA,WATC,ASCT,KINGSTON TOWN CLASSIC,1800,1000000,3YO&Up,O,WFA,KINGSTON TOWN CLASSIC
08-Dec-18,465,4,WA,WATC,ASCT,SIR ERNEST LEE-STEERE CLASSIC,1400,100000,3-Y-O,O,SW,LEE STEERE CLASSIC
08-Dec-18,516,4,WA,WATC,ASCT,G.A. TOWTON CUP,2200,100000,3YO&Up,O,Qlty,G.A. TOWTON CUP
08-Dec-18,649,4,WA,WATC,ASCT,JUNGLE DAWN CLASSIC,1400,100000,3YO&Up,F&M,SWP,JUNGLE DAWN CLASSIC
15-Dec-18,527,2,NSW,ATC,RAND,VILLIERS STAKES,1600,250000,3YO&Up,O,Qlty,VILLIERS STAKES
15-Dec-18,197,4,NSW,ATC,RAND,CHRISTMASÂ CUP,2400,150000,3YO&Up,O,Qlty,CHRISTMAS CUP
15-Dec-18,619,4,NSW,ATC,RAND,RAZOR SHARP HCP,1200,150000,3YO&Up,O,Qlty,RAZOR SHARP HANDICAP
15-Dec-18,940,RL,NSW,ATC,RAND,INGLIS NURSERY,1000,500000,2-Y-O,O,SW,INGLIS NURSERY
15-Dec-18,235,4,QLD,BRC,DOOM,LOUGH NEAGH STAKES,1350,150000,O,O,SW,LOUGH NEAGH STAKES
15-Dec-18,315,4,QLD,BRC,DOOM,BRIBIE HANDICAP,1050,100000,O,O,Qlty,BRIBIE HANDICAP
15-Dec-18,359,4,QLD,BRC,DOOM,PHELAN READY STAKES,1050,100000,2-Y-O,C&G,SW,PHELAN READY STAKES
15-Dec-18,678,4,QLD,BRC,DOOM,CALAWAY GAL STAKES,1050,100000,2-Y-O,F,SW,CALAWAY GAL STAKES
15-Dec-18,732,4,QLD,BRC,DOOM,GOLD EDITION PLATE,1300,100000,3-Y-O,O,SW,GOLD EDITION PLATE
15-Dec-18,451,3,WA,WATC,ASCT,A.J. SCAHILL STAKES,1400,250000,3YO&Up,O,WFA,A J SCAHILL STKS
19-Dec-18,501,4,TAS,TRC,HOB,TASMANIAN STAKES,1600,100000,O,O,WFA,TASMANIAN STAKES
22-Dec-18,29,4,SA,SAJC,MORP,CHRISTMAS HANDICAP,1200,100000,O,O,Qlty,CHRISTMAS HANDICAP
22-Dec-18,213,2,WA,WATC,ASCT,TED VAN HEEMST STAKES,2100,250000,3YO&Up,O,WFA,C B COX STKS
22-Dec-18,614,4,WA,WATC,ASCT,STARSTRUCK CLASSIC,1600,100000,3YO&Up,F&M,SWP,STARSTRUCK CLASSIC
26-Dec-18,488,3,NSW,ATC,RAND,SUMMER CUP,2000,160000,3YO&Up,O,Qlty,SUMMER CUP
26-Dec-18,198,4,VIC,MRC,CAUL,CHRISTMAS STAKES,1200,120000,O,O,Hcp,CHRISTMAS STAKES
26-Dec-18,311,4,VIC,MRC,CAUL,LORD STAKES,1700,120000,O,O,Hcp,LORD STAKES
28-Dec-18,134,3,NSW,GOSFORD RC LTD,GOSF,BELLE OF THE TURF STAKES,1600,160000,3YO&Up,F&M,Qlty,BELLE OF THE TURF STAKES
29-Dec-18,621,4,NSW,ATC,CANT,CANTERBURY CLASSIC,1200,150000,3YO&Up,O,Qlty,CANTERBURY CLASSIC
29-Dec-18,558,3,QLD,BRC,DOOM,BJ MCLACHLAN STAKES,1200,200000,2-Y-O,O,SW,BJ MCLACHLAN STAKES
29-Dec-18,705,3,QLD,BRC,DOOM,VO ROGUE PLATE,1350,200000,3-Y-O,O,SW,VO ROGUE PLATE
29-Dec-18,142,4,QLD,BRC,DOOM,BERNBOROUGH HANDICAP,1600,300000,O,O,Qlty,BERNBOROUGH HANDICAP
29-Dec-18,706,4,QLD,BRC,DOOM,NUDGEE QUALITY,1200,125000,O,F,SW,NUDGEE QUALITY
29-Dec-18,681,4,QLD,BRC,DOOM,FALVELON QUALITY,1200,100000,O,O,Qlty,FALVELON QUALITY
29-Dec-18,478,4,WA,WATC,ASCT,A.T.A. STAKES,2200,"$100,000",3UP,,Hcp,A.T.A. STAKES
01-Jan-19,502,4,NSW,TATTERSALLS (NSW),RAND,TATTERSALLS CLUB CUP,2400,150000,3YO&Up,O,Qlty,TATTERSALLS CLUB CUP
01-Jan-19,480,3,VIC,VRC,FLEM,STANDISH HANDICAP,1200,150000,O,O,Hcp,STANDISH HANDICAP
01-Jan-19,125,4,VIC,VRC,FLEM,BAGOT HANDICAP,2800,150000,O,O,Hcp,BAGOT HANDICAP
05-Jan-19,44,2,WA,WATC,ASCT,PERTH CUP,2400,500000,3YO&Up,O,Qlty,PERTH CUP
05-Jan-19,699,3,WA,WATC,ASCT,LA TRICE CLASSIC,1800,150000,3YO&Up,F&M,SWP,LA TRICE CLASSIC
05-Jan-19,700,4,WA,WATC,ASCT,SUMMER SCORCHER,1000,100000,3YO&Up,O,Qlty,SUMMER SCORCHER
10-Jan-19,395,4,NSW,GOSFORD RC LTD,GOSF,TAKEOVER TARGET STAKES,1200,140000,3YO&Up,O,Qlty,PACESETTER STAKES
11-Jan-19,499,4,TAS,TTC,GCST,TASMANIAN GUINEAS,1600,100000,3-Y-O,O,SW,TASMANIAN GUINEAS
12-Jan-19,749,RL,QLD,GOLD COAST TC,GCTC,MAGIC MILLIONS 2YO CLASSIC,1200,2000000,2-Y-O,O,SW,MAGIC MILLIONS 2YO CLASSIC
12-Jan-19,750,RL,QLD,GOLD COAST TC,GCTC,MAGIC MILLIONS 3YO GUINEAS,1400,2000000,3-Y-O,O,SWP,MAGIC MILLIONS 3YO GUINEAS
12-Jan-19,770,RL,QLD,GOLD COAST TC,GCTC,MAGIC MILLIONS CUP,1400,1000000,O,O,Qlty,MAGIC MILLIONS CUP
12-Jan-19,194,4,VIC,VRC,FLEM,CHESTER MANIFOLD STAKES,1400,120000,O,O,Hcp,CHESTER MANIFOLD STAKES
12-Jan-19,645,4,VIC,VRC,FLEM,KENSINGTON STAKES,1000,120000,O,O,Hcp,KENSINGTON STAKES
17-Jan-19,285,4,NSW,GOSFORD RC LTD,GOSF,GOSFORD GUINEAS,1200,250000,3-Y-O,O,SWP,GOSFORD GUINEAS
17-Jan-19,284,4,NSW,GOSFORD RC LTD,GOSF,GOSFORD GOLD CUP,2100,150000,3YO&Up,O,Qlty,GOSFORD GOLD CUP
19-Jan-19,633,4,WA,WATC,ASCT,MISS ANDRETTI STAKES,1100,100000,3YO&Up,O,Qlty,RUABON SPRINT
25-Jan-19,559,2,VIC,MVRC,M V,AUSTRALIA STAKES,1200,200000,O,O,WFA,STANLEY WOOTTON STAKES
26-Jan-19,109,4,NSW,ATC,RAND,AUSTRALIA DAY CUP,2400,150000,3YO&Up,O,Hcp,AUSTRALIA DAY CUP
26-Jan-19,175,4,NSW,ATC,RAND,CARRINGTON STAKES,1400,140000,3YO&Up,O,Qlty,CARRINGTON STAKES
26-Jan-19,679,4,QLD,SUN COAST TC,SCST,SUNSHINE COAST CUP,1400,100000,O,O,SW,SUNSHINE COAST CUP
26-Jan-19,448,3,VIC,MRC,CAUL,BLUE DIAMOND PREVIEW (F),1000,150000,2-Y-O,F,SWP,BLUE DIAMOND PREVIEW FILLY
26-Jan-19,447,4,VIC,MRC,CAUL,BLUE DIAMOND PREVIEW (C&G),1000,150000,2-Y-O,C&G,SWP,BLUE DIAMOND PREVIEW C&G
26-Jan-19,130,4,VIC,MRC,CAUL,JOHN DILLON STAKES,1400,120000,O,O,Hcp,BARTON STAKES
27-Jan-19,608,4,TAS,TRC,HOB,HOBART GUINEAS,2100,100000,3-Y-O,O,SW,HOBART GUINEAS
02-Feb-19,254,2,NSW,ATC,RHIL,EXPRESSWAY STAKES,1200,200000,3YO&Up,O,WFA,EXPRESSWAY STAKES
02-Feb-19,162,3,NSW,ATC,RHIL,CANONBURY STAKES,1100,160000,2-Y-O,C&G,SWP,CANONBURY STAKES
02-Feb-19,542,3,NSW,ATC,RHIL,WIDDEN STAKES,1100,160000,2-Y-O,F,SWP,WIDDEN STAKES
02-Feb-19,452,3,VIC,MRC,CAUL,MANFRED STAKES,1200,150000,3-Y-O,O,SWP,MANFRED STAKES
02-Feb-19,584,3,VIC,MRC,CAUL,CHAIRMAN'S STAKES,1100,150000,2-Y-O,O,SWP,MRC CHAIRMAN'S STAKES
02-Feb-19,303,4,VIC,MRC,CAUL,W. J. (BILL) ADAMS STAKES,1000,120000,O,O,Hcp,W J ADAMS STAKES
02-Feb-19,122,4,WA,WATC,ASCT,SCENIC BLAST STAKES,1200,100000,3YO&Up,O,Qlty,AUSTRALIA DAY STKS
03-Feb-19,734,4,WA,BUNBURY RC,BUNB,WESTERN AUSTRALIAN BREEDERS' CLASSIC,1400,100000,3-Y-O,O,SWP,SOUTH WEST BREEDERS' CLASSIC
08-Feb-19,692,3,TAS,TRC,HOB,BOW MISTRESS TROPHY,1200,125000,3YO&UP,F&M,WFA,BOW MISTRESS TROPHY
08-Feb-19,498,4,TAS,TRC,HOB,TASMANIAN DERBY,2200,100000,3-Y-O,O,SW,TASMANIAN DERBY
09-Feb-19,627,2,NSW,ATC,RAND,BREEDERS' CLASSIC,1200,175000,4YO&Up,M,SWP,BREEDERS CLASSIC
09-Feb-19,251,3,NSW,ATC,RAND,ESKIMO PRINCE STAKES,1200,160000,3-Y-O,O,SWP,ESKIMO PRINCE STKS
09-Feb-19,962,4,NSW,ATC,RAND,LONHRO PLATE,1100,140000,2-Y-O,O,SWP,LONHRO PLATE
09-Feb-19,942,RL,NSW,ATC,RAND,INGLIS CLASSIC,1200,250000,2-Y-O,O,SW,INGLIS CLASSIC
09-Feb-19,393,1,VIC,MRC,CAUL,C.F.ORR STAKES,1400,500000,O,O,WFA,C.F. ORR STAKES
09-Feb-19,124,2,VIC,MRC,CAUL,AUTUMN STAKES,1400,200000,3-Y-O,O,SWP,AUTUMN STAKES
09-Feb-19,179,2,VIC,MRC,CAUL,BLUE DIAMOND PRELUDE (F),1100,200000,2-Y-O,F,SW,BLUE DIAMOND PRELUDE FLLY
09-Feb-19,576,2,VIC,MRC,CAUL,RUBITON STAKES,1100,200000,O,O,SWP,RUBITON STAKES
09-Feb-19,178,3,VIC,MRC,CAUL,BLUE DIAMOND PRELUDE (C&G),1100,200000,2-Y-O,C&G,SW,BLUE DIAMOND PRELUDE C&G
09-Feb-19,170,3,VIC,MRC,CAUL,CARLYON CUP,1600,150000,O,O,SWP,T S CARLYON CUP
09-Feb-19,316,3,VIC,MRC,CAUL,KEVIN HAYES STAKES,1200,150000,3-Y-O,F,SWP,BORONIA STAKES
09-Feb-19,661,3,VIC,MRC,CAUL,GEOFFREY BELMAINE STAKES,1200,150000,4YO&Up,M,SWP,GEOFFREY BELMAINE STAKES
09-Feb-19,944,RL,WA,PINJARRA RC,PINJ,MAGIC MILLIONS WA 2YO CLASSIC,1200,250000,2-Y-O,O,SW,MAGIC MILLIONS PERTH 2YO CLASSIC
09-Feb-19,943,RL,WA,PINJARRA RC,PINJ,MAGIC MILLIONS WA 3YO TROPHY,1200,150000,3-Y-O,O,SW,MAGIC MILLIONS 3YO TROPHY
10-Feb-19,40,3,TAS,TRC,HOB,HOBART CUP,2400,200000,O,O,Hcp,HOBART CUP
10-Feb-19,247,4,TAS,TRC,HOB,THOMAS LYONS STAKES,1400,100000,O,O,WFA,THOMAS LYONS STAKES
10-Feb-19,487,4,TAS,TRC,HOB,STRUTT STAKES,2100,100000,3-Y-O,F,SW,STRUTT STAKES
10-Feb-19,497,4,TAS,TRC,HOB,ELWICK 2YO STAKES,1100,100000,2-Y-O,O,SW,ELWICK STAKES
15-Feb-19,742,4,VIC,MVRC,M V,MV NIGHT CUP,2500,150000,O,O,Hcp,MV NIGHT CUP
16-Feb-19,112,2,NSW,ATC,RAND,APOLLO STAKES,1400,250000,3YO&Up,O,WFA,APOLLO STAKES
16-Feb-19,330,2,NSW,ATC,RAND,LIGHT FINGERS STAKES,1200,175000,3-Y-O,F,SW,LIGHT FINGERS STAKES
16-Feb-19,268,3,NSW,ATC,RAND,SOUTHERN CROSS STAKES,1200,160000,3YO&Up,O,Qlty,FREDERICK CLISSOLD STAKES
16-Feb-19,629,3,NSW,ATC,RAND,TRISCAY STAKES,1200,160000,4YO&Up,M,Qlty,TRISCAY STAKES
16-Feb-19,31,4,SA,SAJC,MORP,BIRTHDAY CUP,2000,100000,O,O,Qlty,BIRTHDAYÂ CUP
16-Feb-19,332,1,VIC,VRC,FLEM,LIGHTNING STAKES,1000,750000,O,O,WFA,VRC LIGHTNING STAKES
16-Feb-19,226,3,VIC,VRC,FLEM,CS HAYES STAKES,1200,150000,3-Y-O,C&G,SWP,THE DEBONAIR
16-Feb-19,524,3,VIC,VRC,FLEM,THE VANITY,1200,150000,3-Y-O,F,SWP,THE VANITY
16-Feb-19,496,4,VIC,VRC,FLEM,TALINDERT STAKES,1100,120000,2-Y-O,O,SWP,TALINDERT STAKES
16-Feb-19,185,4,WA,WATC,ASCT,CHALLENGE STAKES,1500,100000,3-Y-O,O,SWP,WATC CHALLENGE STKS
16-Feb-19,220,4,WA,WATC,ASCT,CYRIL FLOWER STAKES,1200,100000,3YO&Up,O,Qlty,CYRIL FLOWER STKS
22-Feb-19,731,3,VIC,MVRC,M V,TYPHOON TRACY STAKES,1200,150000,3-Y-O,F,SWP,TYPHOON TRACY STAKES
23-Feb-19,310,2,NSW,ATC,RHIL,HOBARTVILLE STAKES,1400,400000,3-Y-O,O,SW,HOBARTVILLE STAKES
23-Feb-19,25,2,NSW,ATC,RHIL,SILVER SLIPPER STAKES,1100,250000,2-Y-O,O,SW,SILVER SLIPPER STAKES
23-Feb-19,647,2,NSW,ATC,RHIL,MILLIE FOX STAKES,1300,175000,3YO&Up,F&M,SWP,MILLIE FOX STAKES
23-Feb-19,397,4,NSW,ATC,RHIL,PARRAMATTA CUP,1900,140000,3YO&Up,O,Qlty,PARRAMATTA CUP
23-Feb-19,21,1,VIC,MRC,CAUL,BLUE DIAMOND STAKES,1200,1500000,2-Y-O,O,SW,BLUE DIAMOND STAKES
23-Feb-19,17,1,VIC,MRC,CAUL,FUTURITY STAKES,1400,500000,O,O,WFA,FUTURITY STAKES
23-Feb-19,387,1,VIC,MRC,CAUL,OAKLEIGH PLATE,1100,500000,O,O,Hcp,OAKLEIGH PLATE
23-Feb-19,180,2,VIC,MRC,CAUL,CAULFIELD AUTUMN CLASSIC,1800,200000,3-Y-O,O,SW,CAULFIELD AUTUMN CLASSIC
23-Feb-19,474,2,VIC,MRC,CAUL,PETER YOUNG STAKES,1800,200000,O,O,WFA,ST GEORGE STAKES
23-Feb-19,518,2,VIC,MRC,CAUL,ANGUS ARMANASCO STAKES,1400,200000,3-Y-O,F,SW,ANGUS ARMANASCO STAKES
23-Feb-19,562,3,VIC,MRC,CAUL,MANNERISM STAKES,1400,150000,4YO&Up,M,SWP,MANNERISM STAKES
23-Feb-19,563,3,VIC,MRC,CAUL,ZEDITAVE STAKES,1200,150000,3-Y-O,O,SWP,ZEDITAVE STAKES
23-Feb-19,665,4,VIC,MRC,CAUL,MORNINGTON CUP PRELUDE,2000,120000,O,O,Qlty,MORNINGTON CUP PRELUDE
23-Feb-19,596,4,WA,WATC,ASCT,DETONATOR STAKES,1800,100000,3YO&Up,O,SWP,DETONATOR HCP
24-Feb-19,709,3,TAS,TTC,LAUN,VAMOS STAKES,1400,125000,3YO&Up,F&M,WFA,VAMOS STAKES
24-Feb-19,500,4,TAS,TTC,LAUN,TASMANIAN OAKS,2100,100000,3-Y-O,F,SW,TASMANIAN OAKS
24-Feb-19,701,4,WA,PINJARRA RC,PINJ,PINJARRA CLASSIC,1300,120000,3YO&Up,O,Qlty,PINJARRA STKS
27-Feb-19,41,3,TAS,TTC,LAUN,LAUNCESTON CUP,2400,200000,O,O,Hcp,LAUNCESTON CUP
27-Feb-19,282,4,TAS,TTC,LAUN,GOLD SOVEREIGN STAKES,1200,100000,2-Y-O,O,SW,GOLD SOVEREIGN STAKES
27-Feb-19,374,4,TAS,TTC,LAUN,MOWBRAY STAKES,1600,100000,O,O,WFA,MOWBRAY STAKES
02-Mar-19,195,1,NSW,ATC,WFM,CHIPPING NORTON STAKES,1600,600000,3YO&Up,O,WFA,CHIPPING NORTON STAKES
02-Mar-19,493,1,NSW,ATC,WFM,SURROUND STAKES,1400,500000,3-Y-O,F,SW,SURROUND STAKES
02-Mar-19,468,2,NSW,ATC,WFM,SKYLINE STAKES,1200,175000,2-Y-O,C&G,SW,SKYLINE STAKES
02-Mar-19,494,2,NSW,ATC,WFM,SWEET EMBRACE STAKES,1200,175000,2-Y-O,F,SW,SWEET EMBRACE STAKES
02-Mar-19,628,2,NSW,ATC,WFM,GUY WALTER STAKES,1400,175000,4YO&Up,M,SWP,WIGGLE STAKES
02-Mar-19,336,3,NSW,ATC,WFM,LIVERPOOL CITY CUP,1300,160000,3YO&Up,O,Qlty,LIVERPOOL CITY CUP
02-Mar-19,682,4,QLD,BRC,DOOM,MEMBERS' CUP,1600,100000,3YO&Up,O,Qlty,MEMBERS' CUP
02-Mar-19,541,3,SA,SAJC,MORP,BOAG'S LORD REIMS STAKES,2600,120000,O,O,SWP,LORD REIMS STAKES
02-Mar-19,199,4,SA,SAJC,MORP,CINDERELLA STAKES,1050,100000,2-Y-O,F,SW,CINDERELLA STAKES
02-Mar-19,123,1,VIC,VRC,FLEM,AUSTRALIAN GUINEAS,1600,1000000,3-Y-O,O,SW,AUSTRALIAN GUINEAS
02-Mar-19,265,3,VIC,VRC,FLEM,FRANCES TRESSADY STAKES,1400,150000,3YO&Up,F&M,SWP,FRANCES TRESSADY STAKES
02-Mar-19,357,3,VIC,VRC,FLEM,SHAFTESBURY AVENUE HCP,1400,150000,O,O,Hcp,SHAFTESBURY AVENUE HCP
02-Mar-19,154,4,VIC,VRC,FLEM,BOB HOYSTED STAKES,1000,120000,4YO&Up,O,Hcp,BOB HOYSTED STAKES
02-Mar-19,223,4,VIC,VRC,FLEM,FESTIVAL OF RACING STAKES,1000,120000,2-Y-O,O,SWP,Flem Festival of Racing ST.
02-Mar-19,730,4,VIC,VRC,FLEM,ROY HIGGINS QUALITY,2600,120000,3-Y-O,O,Qlty,ROY HIGGINS QUALITY
02-Mar-19,635,4,WA,WATC,ASCT,LEX PIPER STAKES,1600,100000,3-Y-O,C&G,SWP,TJ SMITH TROPHY
02-Mar-19,724,4,WA,WATC,ASCT,ASCOT 1000 GUINEAS,1800,100000,3-Y-O,F,SWP,WATC ASCOT 1000 GUINEAS
06-Mar-19,157,4,WA,BUNBURY RC,BUNB,BUNBURY STAKES,1400,120000,3YO&Up,O,Qlty,BUNBURY STKS
08-Mar-19,169,3,NSW,NEWCASTLE JC,NCLE,NEWCASTLE NEWMARKET HCP,1400,160000,O,O,Qlty,NEWCASTLE NEWMARKET HCP
09-Mar-19,164,1,NSW,ATC,RAND,RANDWICK GUINEAS,1600,1000000,3-Y-O,O,SW,RANDWICK GUINEAS
09-Mar-19,165,1,NSW,ATC,RAND,CANTERBURY STAKES,1300,500000,3YO&Up,O,WFA,CANTERBURY STAKES
09-Mar-19,186,2,NSW,ATC,RAND,CHALLENGE STAKES,1000,500000,3YO&Up,O,WFA,AJC CHALLENGE STAKES
09-Mar-19,428,2,NSW,ATC,RAND,REISLING STAKES,1200,300000,2-Y-O,F,SW,REISLING SLIPPER TRIAL
09-Mar-19,511,2,NSW,ATC,RAND,TODMAN STAKES,1200,300000,2-Y-O,C&G,SW,TODMAN SLIPPER TRIAL
09-Mar-19,674,3,NSW,ATC,RAND,ASPIRATION QUALITY,1600,160000,3YO&Up,F&M,Qlty,ASPIRATION QUALITY
09-Mar-19,675,3,NSW,ATC,RAND,WENONA GIRL HANDICAP,1200,160000,4YO&Up,M,Qlty,WENONA GIRL HANDICAP
09-Mar-19,163,4,NSW,ATC,RAND,RANDWICK CITY STAKES,2000,140000,3YO&Up,O,Qlty,RANDWICK CITY STAKES
09-Mar-19,725,4,NSW,ATC,RAND,FIREBALL STAKES,1100,140000,3-Y-O,O,SWP,FIREBALL STAKES
09-Mar-19,18,1,VIC,VRC,FLEM,AUSTRALIAN CUP,2000,1500000,O,O,WFA,AUSTRALIAN CUP
09-Mar-19,12,1,VIC,VRC,FLEM,LEXUS NEWMARKET HANDICAP,1200,1250000,O,O,Hcp,VRC NEWMARKET HANDICAP
09-Mar-19,9,2,VIC,VRC,FLEM,VRC SIRES' PRODUCE STAKES,1400,200000,2-Y-O,O,SW,VRC SIRES' PRODUCE STAKES
09-Mar-19,322,2,VIC,VRC,FLEM,A.V KEWNEY STAKES,1400,200000,3-Y-O,F,SW,A.V KEWNEY STAKES
09-Mar-19,606,3,VIC,VRC,FLEM,MATRON STAKES,1600,150000,3YO&Up,F&M,SWP,MATRON STAKES
09-Mar-19,366,4,VIC,VRC,FLEM,MOOMBA PLATE,1100,120000,3-Y-O,O,Hcp,MOOMBA PLATE
09-Mar-19,492,4,WA,WATC,ASCT,SUPREMACY STAKES,1000,100000,2-Y-O,O,SWP,SUPREMACY STKS
10-Mar-19,146,3,NSW,CANBERRA RC,CANB,BLACK OPAL STAKES,1200,275000,2-Y-O,O,SWP,BLACK OPAL STAKES
10-Mar-19,161,4,NSW,CANBERRA RC,CANB,CANBERRA CUP,2000,200000,O,O,Qlty,CANBERRA CUP
10-Mar-19,437,4,NSW,CANBERRA RC,CANB,NATIONAL SPRINT,1400,140000,O,O,Qlty,NATIONAL SPRINT
10-Mar-19,735,4,NSW,CANBERRA RC,CANB,CANBERRA GUINEAS,1400,140000,3-Y-OÂ,O,SWP,CANBERRA GUINEAS
10-Mar-19,156,4,WA,BUNBURY RC,BUNB,BUNBURY CUP,2000,120000,3YO&Up,O,Qlty,BUNBURY CUP
11-Mar-19,28,2,SA,SAJC,MORP,ADELAIDE CUP,3200,400000,O,O,Hcp,ADELAIDE CUP
11-Mar-19,503,4,SA,SAJC,MORP,C S HAYES STAKES,1600,100000,O,O,Qlty,COLIN HAYES MEMORIAL CUP
11-Mar-19,574,4,SA,SAJC,MORP,MATRICE STAKES,1200,100000,O,O,SWP,MATRICE STAKES
15-Mar-19,668,3,NSW,ILLAWARRA TC,KEMB,KEITH F NOLAN CLASSIC,1600,200000,3-Y-O,FÂ,SWP,KEITH F NOLAN CLASSIC
15-Mar-19,102,2,VIC,MVRC,M V,ALISTER CLARK STAKES,2040,200000,3-Y-O,O,SW,ALISTER CLARK STAKES
15-Mar-19,740,4,VIC,MVRC,M V,ABELL STAKES,1200,120000,O,O,Hcp,MOONEE VALLEY QUALITY
16-Mar-19,391,1,NSW,ATC,RHIL,COOLMORE CLASSIC,1500,600000,3YO&Up,F&M,Qlty,TAD KENNEDY STAKES
16-Mar-19,233,2,NSW,ATC,RHIL,AJAX STAKES,1500,175000,3YO&Up,O,Qlty,AJAX STAKES
16-Mar-19,401,2,NSW,ATC,RHIL,PHAR LAP STAKES,1500,175000,3-Y-O,O,SW,PHAR LAP STAKES
16-Mar-19,598,2,NSW,ATC,RHIL,SKY HIGH STAKES,2000,350000,3YO&Up,O,SWP,SKY HIGH STAKES
16-Mar-19,342,3,NSW,ATC,RHIL,MAGIC NIGHT STAKES,1200,175000,2-Y-O,F,SW,MAGIC NIGHT STAKES
16-Mar-19,396,3,NSW,ATC,RHIL,PAGO PAGO STAKES,1200,175000,2-Y-O,C&G,SW,PAGO PAGO STAKES
16-Mar-19,603,3,NSW,ATC,RHIL,MAURICE McCARTEN STAKES,1100,160000,3YO&Up,O,Qlty,MAURICE McCARTEN STAKES
16-Mar-19,640,4,QLD,GOLD COAST TC,GCST,GOLDMARKET HANDICAP,1300,100000,O,O,Qlty,GOLDMARKET HANDICAP
16-Mar-19,147,2,VIC,VRC,FLEM,BLAMEY STAKES,1600,200000,3YO&Up,O,SWP,BLAMEY STAKES
16-Mar-19,148,3,VIC,VRC,FLEM,THOROUGHBRED BREEDERS ST,1200,150000,2-Y-O,F,SWP,THOROUGHBRED BREEDERS ST.
16-Mar-19,329,4,VIC,VRC,FLEM,VRC MARCH STAKES,1400,120000,O,O,Hcp,VRC MARCH STAKES
